Result Number,EE_DISPLAY_ID,EE_ORDERING_ID,DOWNLOADABLE,ON_DEMAND,Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Browse Exists,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec
144,LO81150242014063LGN00,LO81150242014063LGN00,1,N,LO81150242014063LGN00, 115, 024, 115, 024,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:02:01:11.0727111,2014:063:02:01:43.0730343,9,14.13,29.66211188,157.82799832,6.345,6.726,Yes,51°41'35.38"N,133°18'47.12"E,52°45'57.56"N,132°20'02.65"E,52°17'55.93"N,135°03'01.44"E,50°36'10.44"N,134°14'20.94"E,51°03'42.66"N,131°37'10.56"E,51.69316,133.31309,52.76599,132.33407,52.29887,135.0504,50.6029,134.23915,51.06185,131.6196
145,LO81150252014063LGN00,LO81150252014063LGN00,1,N,LO81150252014063LGN00, 115, 025, 115, 025,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:02:01:35.0729535,2014:063:02:02:07.0732707,9,14.03,30.84140675,156.93336547,6.394,6.968,Yes,50°16'52.72"N,132°41'45.06"E,51°21'04.39"N,131°44'17.23"E,50°53'38.76"N,134°22'27.88"E,49°11'39.34"N,133°36'15.44"E,49°38'39.30"N,131°03'28.58"E,50.28131,132.69585,51.35122,131.73812,50.8941,134.37441,49.19426,133.60429,49.64425,131.05794
146,LO81150262014063LGN00,LO81150262014063LGN00,1,N,LO81150262014063LGN00, 115, 026, 115, 026,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:02:01:59.0731959,2014:063:02:02:31.0735131,9,7.46,32.01370098,156.03915041,7.851,7.985,Yes,48°51'58.25"N,132°06'28.94"E,49°56'00.06"N,131°10'16.61"E,49°29'07.98"N,133°43'55.27"E,47°46'55.49"N,132°59'55.82"E,48°13'25.28"N,130°31'18.34"E,48.86618,132.10804,49.93335,131.17128,49.48555,133.73202,47.78208,132.99884,48.22369,130.52176
147,LO81150272014063LGN00,LO81150272014063LGN00,1,N,LO81150272014063LGN00, 115, 027, 115, 027,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:02:02:23.0734323,2014:063:02:02:55.0737555,9,3.43,33.17729904,155.14199758,6.016,7.226,Yes,47°26'57.70"N,131°32'50.35"E,48°30'51.01"N,130°37'48.40"E,48°04'29.03"N,133°07'16.90"E,46°22'04.51"N,132°25'17.80"E,46°48'07.27"N,130°00'29.74"E,47.44936,131.54732,48.51417,130.63011,48.07473,133.12136,46.36792,132.42161,46.80202,130.00826
148,LO81150282014063LGN00,LO81150282014063LGN00,1,N,LO81150282014063LGN00, 115, 028, 115, 028,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:02:02:47.0736747,2014:063:02:03:19.0739919,9,10.38,34.33257263,154.2369545,6.814,7.259,Yes,46°01'47.46"N,131°00'37.69"E,47°05'33.18"N,130°06'41.29"E,46°39'38.12"N,132°32'20.29"E,44°57'03.02"N,131°52'09.80"E,45°22'41.66"N,129°30'52.27"E,46.02985,131.01047,47.09255,130.11147,46.66059,132.53897,44.95084,131.86939,45.37824,129.51452
149,LO81950112014063LGN00,LO81950112014063LGN00,1,N,LO81950112014063LGN00, 195, 011, 195, 011,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:10:10:26.3662626,2014:063:10:10:58.3665858,9,19.64,13.97480473,172.77158524,7.611,6.329,Yes,69°36'23.18"N,23°11'52.33"E,70°45'38.56"N,21°57'19.84"E,70°00'03.85"N,26°34'21.50"E,68°26'06.72"N,24°17'37.82"E,69°08'59.46"N,19°56'57.26"E,69.60644,23.19787,70.76071,21.95551,70.00107,26.57264,68.4352,24.29384,69.14985,19.94924
150,LO81630312014063LGN00,LO81630312014063LGN00,1,N,LO81630312014063LGN00, 163, 031, 163, 031,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:07:00:38.2523838,2014:063:07:01:10.2527010,9,4.4,37.81789108,151.41701014,5.954,7.419,Yes,41°45'34.09"N,55°21'36.50"E,42°49'01.09"N,54°30'36.97"E,42°24'13.61"N,56°46'17.83"E,40°41'11.51"N,56°10'37.42"E,41°05'49.34"N,53°58'29.39"E,41.75947,55.36014,42.81697,54.51027,42.40378,56.77162,40.68653,56.17706,41.09704,53.97483
151,LO81630322014063LGN00,LO81630322014063LGN00,1,N,LO81630322014063LGN00, 163, 032, 163, 032,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:07:01:02.2526202,2014:063:07:01:33.2529333,9,1.45,38.93112767,150.44266082,5.825,4.941,Yes,40°19'57.25"N,54°53'56.69"E,41°23'19.21"N,54°03'52.16"E,40°58'51.06"N,56°16'36.48"E,39°15'40.79"N,55°42'10.37"E,39°40'01.13"N,53°32'44.92"E,40.33257,54.89908,41.38867,54.06449,40.98085,56.2768,39.26133,55.70288,39.66698,53.54581
152,LO81630332014063LGN00,LO81630332014063LGN00,1,N,LO81630332014063LGN00, 163, 033, 163, 033,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:07:01:26.2528626,2014:063:07:01:57.2531757,9,4.24,40.03192426,149.44288775,5.481,5.564,Yes,38°54'14.98"N,54°27'10.62"E,39°57'32.36"N,53°37'58.01"E,39°33'21.89"N,55°47'57.44"E,37°50'04.27"N,55°14'39.37"E,38°14'08.59"N,53°07'45.77"E,38.90416,54.45295,39.95899,53.63278,39.55608,55.79929,37.83452,55.24427,38.23572,53.12938
153,LO81630372014063LGN00,LO81630372014063LGN00,1,N,LO81630372014063LGN00, 163, 037, 163, 037,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:07:03:01.2538101,2014:063:07:03:33.2541333,9,.95,44.2915046,145.12250282,4.331,4.277,Yes,33°10'36.95"N,52°47'35.34"E,34°13'40.51"N,52°01'23.56"E,33°50'27.46"N,54°02'04.92"E,32°06'44.24"N,53°32'26.81"E,32°29'56.62"N,51°34'07.18"E,33.17693,52.79315,34.22792,52.02321,33.84096,54.0347,32.11229,53.54078,32.49906,51.56866
154,LO81630382014063LGN00,LO81630382014063LGN00,1,N,LO81630382014063LGN00, 163, 038, 163, 038,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:07:03:25.2540525,2014:063:07:03:57.2543757,9,3.61,45.31482089,143.94576218,4.835,4.988,Yes,31°44'32.57"N,52°24'15.73"E,32°47'33.11"N,51°38'47.33"E,32°24'33.19"N,53°37'22.91"E,30°40'43.97"N,53°08'29.04"E,31°03'44.21"N,51°12'05.69"E,31.74238,52.40437,32.79253,51.64648,32.40922,53.62303,30.67888,53.1414,31.06228,51.20158
155,LO81630392014063LGN00,LO81630392014063LGN00,1,N,LO81630392014063LGN00, 163, 039, 163, 039,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:07:03:49.2542949,2014:063:07:04:21.2546121,9,13.85,46.31958535,142.72317401,5.287,5.733,Yes,30°18'21.96"N,52°01'27.08"E,31°21'20.23"N,51°16'35.08"E,30°58'30.76"N,53°13'21.79"E,29°14'36.49"N,52°45'08.64"E,29°37'27.34"N,50°50'25.30"E,30.3061,52.02419,31.35562,51.27641,30.97521,53.22272,29.24347,52.7524,29.62426,50.84036
156,LO81950252014063LGN00,LO81950252014063LGN00,1,N,LO81950252014063LGN00, 195, 025, 195, 025,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:10:16:01.3696101,2014:063:10:16:32.3699232,9,15.2,30.97456628,156.91706017,5.901,5.978,Yes,50°16'51.96"N,9°05'31.70"E,51°21'04.03"N,8°07'58.87"E,50°53'36.53"N,10°46'19.24"E,49°11'38.15"N,10°00'06.80"E,49°38'39.98"N,7°27'10.37"E,50.2811,9.09214,51.35112,8.13302,50.89348,10.77201,49.19393,10.00189,49.64444,7.45288
157,LO81630462014063LGN00,LO81630462014063LGN00,1,N,LO81630462014063LGN00, 163, 046, 163, 046,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:07:06:36.2559636,2014:063:07:07:08.2562808,9,.03,52.68707271,132.63083201,8.582,9.912,Yes,20°13'47.46"N,49°33'16.42"E,21°16'37.38"N,48°51'37.30"E,20°54'37.51"N,50°38'57.95"E,19°10'17.94"N,50°14'12.59"E,19°32'24.22"N,48°28'04.58"E,20.22985,49.55456,21.27705,48.86036,20.91042,50.64943,19.17165,50.23683,19.54006,48.46794
158,LO81630472014063LGN00,LO81630472014063LGN00,1,N,LO81630472014063LGN00, 163, 047, 163, 047,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:07:07:00.2562000,2014:063:07:07:32.2565232,9,.04,53.47980796,130.93508049,7.711,6.929,Yes,18°47'15.47"N,49°13'21.65"E,19°50'04.78"N,48°32'03.62"E,19°28'09.95"N,50°18'24.55"E,17°43'47.53"N,49°54'00.11"E,18°05'49.34"N,48°08'45.74"E,18.78763,49.22268,19.83466,48.53434,19.46943,50.30682,17.72987,49.90003,18.09704,48.14604
159,LO81630482014063LGN00,LO81630482014063LGN00,1,N,LO81630482014063LGN00, 163, 048, 163, 048,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:07:07:24.2564424,2014:063:07:07:56.2567656,9,0,54.23731424,129.16840409,5.296,4.496,Yes,17°20'39.77"N,48°53'40.70"E,18°23'28.61"N,48°12'42.08"E,18°01'38.28"N,49°58'08.22"E,16°17'13.38"N,49°34'02.86"E,16°39'11.16"N,47°49'37.38"E,17.34438,48.89464,18.39128,48.21169,18.0273,49.96895,16.28705,49.56746,16.6531,47.82705
160,LO81630492014063LGN00,LO81630492014063LGN00,1,N,LO81630492014063LGN00, 163, 049, 163, 049,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:07:07:48.2566848,2014:063:07:08:20.2570020,9,0,54.95669875,127.3307224,4.813,4.94,Yes,15°54'04.18"N,48°34'12.90"E,16°56'52.62"N,47°53'32.17"E,16°35'06.43"N,49°38'08.27"E,14°50'39.26"N,49°14'20.18"E,15°12'33.41"N,47°30'39.10"E,15.90116,48.57025,16.94795,47.89227,16.58512,49.63563,14.84424,49.23894,15.20928,47.51086
161,LO81470102014063LGN00,LO81470102014063LGN00,1,N,LO81470102014063LGN00, 147, 010, 147, 010,NADIR,FULL,NOMINAL,-.001,LGN,DAY,Level 1T,OLI,2014/03/04,2014:063:05:13:23.1880323,2014:063:05:13:55.1883555,9,16.79,12.65279179,174.61917699,10.285,8.248,Yes,70°54'59.62"N,99°14'44.12"E,72°04'54.59"N,98°01'10.13"E,71°16'33.49"N,102°52'35.26"E,69°44'06.65"N,100°18'54.11"E,70°29'21.59"N,95°44'58.38"E,70.91656,99.24559,72.08183,98.01948,71.27597,102.87646,69.73518,100.31503,70.48933,95.74955
162,LO80960732013359LGN00,LO80960732013359LGN00,1,N,LO80960732013359LGN00, 096, 073, 096, 073,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:00:24:10.0145010,2013:359:00:24:42.0148242,9,6.55,62.27418644,104.944301,4.603,5.597,Yes,18°47'14.53"S,144°32'34.40"E,17°44'14.14"S,143°51'27.40"E,18°06'15.70"S,145°37'29.42"E,19°50'26.66"S,145°14'13.45"E,19°28'08.76"S,143°27'05.22"E,-18.78737,144.54289,-17.73726,143.85761,-18.10436,145.62484,-19.84074,145.23707,-19.4691,143.45145
163,LO81120302013359LGN00,LO81120302013359LGN00,1,N,LO81120302013359LGN00, 112, 030, 112, 030,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:45:55.0635555,2013:359:01:46:27.0638727,9,5.53,21.38956916,161.45745872,4.272,5.247,Yes,43°11'05.68"N,134°36'57.74"E,44°14'38.62"N,133°45'02.27"E,43°49'28.16"N,136°03'51.19"E,42°06'36.00"N,135°26'46.86"E,42°31'34.72"N,133°11'45.71"E,43.18491,134.61604,44.24406,133.75063,43.82449,136.06422,42.11,135.44635,42.52631,133.19603
164,LO80960752013359LGN00,LO80960752013359LGN00,1,N,LO80960752013359LGN00, 096, 075, 096, 075,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:00:24:58.0149858,2013:359:00:25:30.0153030,9,0,62.45268095,99.56778846,5.847,6.221,Yes,21°40'18.55"S,143°52'26.08"E,20°37'15.10"S,143°10'38.17"E,20°59'27.38"S,144°58'39.22"E,22°43'31.73"S,144°34'52.36"E,22°21'01.94"S,142°45'32.83"E,-21.67182,143.87391,-20.62086,143.17727,-20.99094,144.97756,-22.72548,144.58121,-22.35054,142.75912
165,LO80960762013359LGN00,LO80960762013359LGN00,1,N,LO80960762013359LGN00, 096, 076, 096, 076,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:00:25:22.0152222,2013:359:00:25:53.0155353,9,0,62.43646322,96.87715766,4.11,3.841,Yes,23°06'46.62"S,143°31'57.14"E,22°03'41.18"S,142°49'44.98"E,22°26'00.13"S,144°38'55.93"E,24°10'00.55"S,144°14'51.36"E,23°47'23.53"S,142°24'15.26"E,-23.11295,143.53254,-22.06144,142.82916,-22.43337,144.64887,-24.16682,144.2476,-23.78987,142.40424
166,LO80960772013359LGN00,LO80960772013359LGN00,1,N,LO80960772013359LGN00, 096, 077, 096, 077,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:00:25:46.0154646,2013:359:00:26:17.0157717,9,.17,62.34999211,94.20564622,4.715,4.476,Yes,24°33'10.80"S,143°11'10.07"E,23°30'03.38"S,142°28'32.59"E,23°52'29.24"S,144°18'57.35"E,25°36'25.63"S,143°54'33.05"E,25°13'41.05"S,142°02'36.35"E,-24.553,143.18613,-23.50094,142.47572,-23.87479,144.31593,-25.60712,143.90918,-25.22807,142.04343
167,LO81120372013359LGN00,LO81120372013359LGN00,1,N,LO81120372013359LGN00, 112, 037, 112, 037,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:48:42.0652242,2013:359:01:49:14.0655414,9,13.59,30.10211697,157.46896909,6.504,7.272,Yes,33°10'37.49"N,131°34'03.79"E,34°13'41.70"N,130°47'49.27"E,33°50'25.55"N,132°48'37.69"E,32°06'44.17"N,132°18'57.96"E,32°29'59.57"N,130°20'31.42"E,33.17708,131.56772,34.22825,130.79702,33.84043,132.81047,32.11227,132.3161,32.49988,130.34206
168,LO80960742013359LGN00,LO80960742013359LGN00,1,N,LO80960742013359LGN00, 096, 074, 096, 074,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:00:24:34.0147434,2013:359:00:25:06.0150606,9,0,62.3984477,102.26233356,5.784,6.466,Yes,20°13'46.88"S,144°12'38.20"E,19°10'45.16"S,143°31'12.18"E,19°32'51.61"S,145°18'10.12"E,21°16'59.34"S,144°54'39.28"E,20°54'36.00"S,143°06'29.20"E,-20.22969,144.21061,-19.17921,143.52005,-19.54767,145.30281,-21.28315,144.91091,-20.91,143.10811
169,LO81120292013359LGN00,LO81120292013359LGN00,1,N,LO81120292013359LGN00, 112, 029, 112, 029,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:45:31.0633131,2013:359:01:46:03.0636303,9,9.94,20.12822341,162.00360481,5.192,6.215,Yes,44°36'29.48"N,135°06'42.91"E,45°40'08.83"N,134°13'45.98"E,45°14'35.05"N,136°35'58.63"E,43°31'52.43"N,135°57'24.59"E,43°57'12.13"N,133°39'15.98"E,44.60819,135.11192,45.66912,134.22944,45.24307,136.59962,43.53123,135.95683,43.95337,133.65444
170,LO81120282013359LGN00,LO81120282013359LGN00,1,N,LO81120282013359LGN00, 112, 028, 112, 028,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:45:07.0630707,2013:359:01:45:39.0633939,9,7.54,18.86357963,162.55079615,5.441,6.755,Yes,46°01'46.52"N,135°37'39.29"E,47°05'32.96"N,134°43'38.32"E,46°39'34.02"N,137°09'28.12"E,44°57'01.33"N,136°29'15.61"E,45°22'43.75"N,134°07'47.42"E,46.02959,135.62758,47.09249,134.72731,46.65945,137.15781,44.95037,136.48767,45.37882,134.12984
171,LO81120272013359LGN00,LO81120272013359LGN00,1,N,LO81120272013359LGN00, 112, 027, 112, 027,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:44:43.0628343,2013:359:01:45:15.0631515,9,7.36,17.59586598,163.10167503,6.53,7.236,Yes,47°26'56.40"N,136°09'54.18"E,48°30'50.62"N,135°14'45.96"E,48°04'23.99"N,137°44'29.26"E,46°22'02.28"N,137°02'27.89"E,46°48'09.65"N,134°37'25.25"E,47.449,136.16505,48.51406,135.2461,48.07333,137.74146,46.3673,137.04108,46.80268,134.62368
172,LO81120262013359LGN00,LO81120262013359LGN00,1,N,LO81120262013359LGN00, 112, 026, 112, 026,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:01:44:19.0625919,2013:359:01:44:51.0629151,9,12.98,16.3251555,163.65924505,5.827,7.578,Yes,48°51'59.26"N,136°43'36.44"E,49°56'02.22"N,135°47'17.09"E,49°29'05.24"N,138°21'11.84"E,47°46'55.49"N,137°37'10.16"E,48°13'30.18"N,135°08'16.80"E,48.86646,136.72679,49.93395,135.78808,49.48479,138.35329,47.78208,137.61949,48.22505,135.138
173,LO80960832013359LGN00,LO80960832013359LGN00,1,N,LO80960832013359LGN00, 096, 083, 096, 083,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:00:28:09.0168909,2013:359:00:28:41.0172141,9,.48,60.42427478,79.32724824,4.638,4.5,Yes,33°10'38.10"S,140°58'05.05"E,32°07'13.87"S,140°12'17.53"E,32°30'34.96"S,142°12'14.83"E,34°14'03.23"S,141°45'03.85"E,33°50'18.10"S,139°42'45.36"E,-33.17725,140.96807,-32.12052,140.20487,-32.50971,142.20412,-34.23423,141.75107,-33.83836,139.7126
174,LO80960842013359LGN00,LO80960842013359LGN00,1,N,LO80960842013359LGN00, 096, 084, 096, 084,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:00:28:33.0171333,2013:359:00:29:05.0174505,9,.01,59.88914817,77.14169246,4.821,4.871,Yes,34°36'38.09"S,140°34'09.66"E,33°33'09.90"S,139°47'43.15"E,33°56'43.26"S,141°49'41.38"E,35°40'05.99"S,141°21'52.74"E,35°16'07.43"S,139°17'23.35"E,-34.61058,140.56935,-33.55275,139.79532,-33.94535,141.82816,-35.66833,141.36465,-35.26873,139.28982
175,LO80960852013359LGN00,LO80960852013359LGN00,1,N,LO80960852013359LGN00, 096, 085, 096, 085,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:00:28:57.0173757,2013:359:00:29:29.0176929,9,.08,59.29991207,75.05843346,5.079,4.823,Yes,36°02'36.10"S,140°09'36.18"E,34°59'03.80"S,139°22'28.31"E,35°22'50.41"S,141°26'36.10"E,37°06'07.16"S,140°58'06.13"E,36°41'54.06"S,138°51'16.67"E,-36.04336,140.16005,-34.98439,139.37453,-35.38067,141.44336,-37.10199,140.96837,-36.69835,138.85463
176,LO80960862013359LGN00,LO80960862013359LGN00,1,N,LO80960862013359LGN00, 096, 086, 096, 086,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:00:29:21.0176121,2013:359:00:29:53.0179353,9,17.57,58.65998166,73.08275936,4.89,4.95,Yes,37°28'28.34"S,139°44'22.09"E,36°24'51.16"S,138°56'30.84"E,36°48'52.13"S,141°02'56.58"E,38°32'02.83"S,140°33'41.26"E,38°07'34.03"S,138°24'22.46"E,-37.47454,139.73947,-36.41421,138.9419,-36.81448,141.04905,-38.53412,140.56146,-38.12612,138.40624
177,LO81120742013359LGN00,LO81120742013359LGN00,1,N,LO81120742013359LGN00, 112, 074, 112, 074,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:02:03:27.0740727,2013:359:02:03:59.0743959,9,.29,62.39101001,102.25757998,5.773,6.726,Yes,20°13'47.96"S,119°29'23.60"E,19°10'45.91"S,118°47'54.24"E,19°32'53.34"S,120°34'58.19"E,21°17'00.67"S,120°11'27.96"E,20°54'36.32"S,118°23'11.80"E,-20.22999,119.48989,-19.17942,118.7984,-19.54815,120.58283,-21.28352,120.1911,-20.91009,118.38661
178,LO81120752013359LGN00,LO81120752013359LGN00,1,N,LO81120752013359LGN00, 112, 075, 112, 075,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:02:03:51.0743151,2013:359:02:04:23.0746323,9,.25,62.44519389,99.56530647,5.65,6.504,Yes,21°40'16.97"S,119°09'12.35"E,20°37'13.33"S,118°27'21.64"E,20°59'26.45"S,120°15'27.94"E,22°43'30.22"S,119°51'41.47"E,22°20'59.60"S,118°02'16.66"E,-21.67138,119.15343,-20.62037,118.45601,-20.99068,120.25776,-22.72506,119.86152,-22.34989,118.03796
179,LO81120762013359LGN00,LO81120762013359LGN00,1,N,LO81120762013359LGN00, 112, 076, 112, 076,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:02:04:15.0745515,2013:359:02:04:47.0748747,9,.37,62.42896732,96.87511169,4.913,7.422,Yes,23°06'45.86"S,118°48'43.49"E,22°03'40.46"S,118°06'29.56"E,22°25'59.77"S,119°55'43.50"E,24°09'59.90"S,119°31'39.29"E,23°47'22.52"S,117°41'00.24"E,-23.11274,118.81208,-22.06124,118.10821,-22.43327,119.92875,-24.16664,119.52758,-23.78959,117.6834
180,LO81120772013359LGN00,LO81120772013359LGN00,1,N,LO81120772013359LGN00, 112, 077, 112, 077,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:02:04:39.0747939,2013:359:02:05:10.0751010,9,.01,62.34249274,94.20396395,4.174,6.167,Yes,24°33'11.05"S,118°27'56.34"E,23°30'03.64"S,117°45'17.89"E,23°52'29.57"S,119°35'44.41"E,25°36'25.85"S,119°11'20.40"E,25°13'41.23"S,117°19'21.94"E,-24.55307,118.46565,-23.50101,117.75497,-23.87488,119.59567,-25.60718,119.189,-25.22812,117.32276
181,LO81120782013359LGN00,LO81120782013359LGN00,1,N,LO81120782013359LGN00, 112, 078, 112, 078,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:02:05:03.0750303,2013:359:02:05:34.0753434,9,.01,62.18634703,91.56586021,3.366,3.612,Yes,25°59'34.04"S,118°06'48.64"E,24°56'24.61"S,117°23'44.84"E,25°18'57.35"S,119°15'27.65"E,27°02'49.88"S,118°50'41.82"E,26°39'57.71"S,116°57'19.91"E,-25.99279,118.11351,-24.94017,117.39579,-25.31593,119.25768,-27.04719,118.84495,-26.66603,116.95553
182,LO81120792013359LGN00,LO81120792013359LGN00,1,N,LO81120792013359LGN00, 112, 079, 112, 079,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:02:05:27.0752727,2013:359:02:05:58.0755858,9,.04,61.9617602,88.97550346,3.41,3.316,Yes,27°25'53.69"S,117°45'18.76"E,26°22'41.99"S,117°01'47.42"E,26°45'22.32"S,118°54'52.99"E,28°29'10.64"S,118°29'43.15"E,28°06'10.15"S,116°34'50.99"E,-27.43158,117.75521,-26.37833,117.02984,-26.7562,118.91472,-28.48629,118.49532,-28.10282,116.58083
183,LO81120802013359LGN00,LO81120802013359LGN00,1,N,LO81120802013359LGN00, 112, 080, 112, 080,NADIR,FULL,NOMINAL,,LGN,DAY,Level 1T,OLI,2013/12/25,2013:359:02:05:51.0755151,2013:359:02:06:22.0758222,9,.36,61.67039512,86.4464001,3.76,3.25,Yes,28°52'08.87"S,117°23'24.72"E,27°48'54.68"S,116°39'22.90"E,28°11'43.76"S,118°34'00.30"E,29°55'27.41"S,118°08'24.14"E,29°32'17.30"S,116°11'52.26"E,-28.86913,117.3902,-27.81519,116.65636,-28.19549,118.56675,-29.92428,118.14004,-29.53814,116.19785
